oracle_natural_account,description,parent1_code,parent1_description,parent2_code,parent2_description,parent3_code,parent3_description,parent4_code,parent4_description,parent5_code,parent5_description,financial_category,financial_sub_category,danaos_name,danaos_description_details,danaos_description_sub,danaos_description_main
133214,EPSCUK CITI UK - USD (PAYMENTS),133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133216,VENTNOR CITI UK - USD,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133218,EPSUK DNB UK - GBP,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133222,EPSUK DNB UK - USD,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133224,EPS CITI SG - USD ,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133226,EPS CITI SG - SGD VESSELS ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133228,EPS CITI SG - SGD OFFICE ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133232,EPS CITI SG - JPY,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133234,EPS CITI SG - EUR,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133236,EPS CITI SG - EUR - VARDOM HOLDINGS INC,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133238,EPS CITI SG - USD - VENTNOR NAVIGATION INC,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133242,EPS NORDEA BANK SG - USD,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133244,EPS NORDEA BANK SG - SGD VESSELS ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133246,EPS NORDEA BANK SG - SGD OFFICE ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133248,EPS NORDEA BANK SG  -  VENTNOR NAVIGATION INC,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133252,EPS OCBC SG - USD,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133254,EPS OCBC SG - SGD VESSELS ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133256,EPS OCBC SG - SGD OFFICE ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
133258,EPS OCBC SG - VENTNOR NAVIGATION INC,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
137996,BANK ACCOUNTS - CLOSED OFF,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
137998,BANK - SYSTEM ACCOUNT,133000,CASH AT BANK,133000,CASH AT BANK,133000,CASH AT BANK,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
138002,SHORT-TERM BANK DEPOSITS,138000,SHORT-TERM DEPOSITS,138000,SHORT-TERM DEPOSITS,138000,SHORT-TERM DEPOSITS,130000,CURRENT ASSETS,100000,ASSETS,Asset,Cash,,,,
151002,HELD FOR SALE - VESSELS,151000,ASSETS HELD FOR SALE,151000,ASSETS HELD FOR SALE,151000,ASSETS HELD FOR SALE,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
152002,INVENTORIES - BUNKERS,152000,INVENTORIES,152000,INVENTORIES,152000,INVENTORIES,130000,CURRENT ASSETS,100000,ASSETS,Asset,Finished goods inventory,,,,
152004,INVENTORIES - CHEMICALS,152000,INVENTORIES,152000,INVENTORIES,152000,INVENTORIES,130000,CURRENT ASSETS,100000,ASSETS,Asset,Finished goods inventory,,,,
152006,INVENTORIES - LUBRICANTS,152000,INVENTORIES,152000,INVENTORIES,152000,INVENTORIES,130000,CURRENT ASSETS,100000,ASSETS,Asset,Finished goods inventory,,,,
161002,HEDGE - INTEREST RATE SWAPS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
161004,HEDGE - OTHER INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
161052,NON-HEDGE - INTEREST RATE SWAPS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
161054,NON-HEDGE - OTHER INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
161056,NON-HEDGE - CALL / PUT OPTIONS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
161058,NON-HEDGE - CURRENCY SWAPS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
161062,NON-HEDGE - FORWARD FREIGHT AGREEMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,161000,DERIVATIVE FINANCIAL INSTRUMENTS - CURRENT ASSET,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
168002,EQUITY INVESTMENTS AT FVTPL - STAR BULK CARRIERS,168000,INVESTMENTS,168000,INVESTMENTS,168000,INVESTMENTS,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
168004,EQUITY INVESTMENTS AT FVTPL - 2020 BULKERS,168000,INVESTMENTS,168000,INVESTMENTS,168000,INVESTMENTS,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
168502,INVESTMENTS - EQUITY ACCOUNTED INVESTEE,168000,INVESTMENTS,168000,INVESTMENTS,168000,INVESTMENTS,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
169494,EQUITY AND OTHER INVESTMENTS - DISPOSED,168000,INVESTMENTS,168000,INVESTMENTS,168000,INVESTMENTS,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
181102,TRADE RECEIVABLES - CHARTERERS,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
181104,TRADE RECEIVABLES - INTERCOMPANY,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
181106,PROVISION FOR DOUBTFUL DEBTS,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183086,REMITTANCE - SYSTEM ACCOUNT,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183088,UNAPPLIED RECEIPT - SYSTEM ACCOUNT,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183092,UNIDENTIFIED RECEIPT - SYSTEM ACCOUNT,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183094,CHARGE-BACK ADJUSTMENT - SYSTEM ACCOUNT,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183096,AUTO-INVOICE CLEARING - SYSTEM ACCOUNT,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183098,UNBILLED RECEIVABLES - SYSTEM ACCOUNT,181100,TRADE RECEIVABLES,181100,TRADE RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Accounts receivable,,,,
183102,FINANCE LEASE RECEIVABLES - VESSELS - CURRENT,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183104,ACCRUED FINANCE LEASE INTEREST INCOME,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183106,CASH TO MASTER - IN TRANSIT,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183108,MASTER ACCOUNT BALANCE,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183112,ADVANCES TO EMPLOYEES / CREDITORS,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183152,ACCRUED FREIGHT,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183154,ACCRUED HIRE,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183156,ACCRUED DEMURRAGE,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183158,ACCRUED BALLAST BONUS,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183162,ACCRUED OTHER INCOME,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183202,PROJECTS IN PROGRESS,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183308,VOYAGE IN PROGRESS,183100,OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183312,REFUNDABLE DEPOSITS,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183314,UK VAT INPUT TAX - 20%,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183316,UK VAT INPUT TAX - 5%,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183318,SG GST INPUT TAX,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183322,GST / VAT CLEARING ACCOUNT,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183324,CH POOL BAL - POST RE-INS S/FALL RECEIPTS,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183326,CH POOL BAL - POST RE-INS S/FALL REDUCTION,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183328,CH POOL BAL - PRE RE-INS S/FALL RECEIPTS,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183332,CH POOL BAL - PRE RE-INS S/FALL COMM RECPT,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183334,CH POOL BAL - FOSI/PENWOOD,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183336,OTHER RECEIVABLES - FOSI/PENWOOD,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183338,OTHER RECEIVABLES - INTERCOMPANY,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183398,MISCELLANEOUS RECEIVABLES,183310,TAX AND OTHER RECEIVABLES,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183512,HULL & MACHINERY CLAIMS RECEIVABLE,183510,CLAIMS RECEIVABLE,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183514,P&I / CARGO CLAIMS RECEIVABLE,183510,CLAIMS RECEIVABLE,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183598,OTHER CLAIMS RECEIVABLE,183510,CLAIMS RECEIVABLE,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Other current assets,,,,
183712,PREPAID BUNKERS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183714,PREPAID PORT EXPENSES,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183716,PREPAID BROKERAGE COMMISSIONS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183718,PREPAID ADDRESS COMMISSIONS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183722,PREPAID MANAGEMENT FEES AND COMMISSIONS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183724,PREPAID DESPATCH,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183726,PREPAID OFFHIRE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183728,PREPAID CREW COSTS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183732,PREPAID TECHNICAL COSTS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183734,PREPAID H&M INSURANCE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183736,PREPAID P&I INSURANCE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183738,PREPAID FD&D INSURANCE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183742,PREPAID LOSS OF EARNINGS INSURANCE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183744,PREPAID WAR RISKS INSURANCE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183746,PREPAID OTHER INSURANCE,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183748,PREPAID OFFICE AND ADMIN EXPENSES,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
183364,OTHER PREPAYMENTS,183710,PREPAYMENTS,183100,OTHER RECEIVABLES,181000,TRADE AND OTHER RECEIVABLES - CURRENT,130000,CURRENT ASSETS,100000,ASSETS,Asset,Prepaid expenses,,,,
211102,BANK LOANS - BNP 40 GREEN LOAN,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211104,BANK LOANS - BNP 45.28,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211106,BANK LOANS - BNP KDB 71.4,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211108,BANK LOANS - BOCOMM (BRIGHTWAY) ,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211112,BANK LOANS - BOCOMM (FAIRWAY),211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211114,BANK LOANS - BOCOMM 745,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211116,BANK LOANS - CA - CIB 58,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211118,BANK LOANS - CBA 118.57,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211122,BANK LOANS - CHEXIM 26.25,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211124,BANK LOANS - CITI RLF 100M #3,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211126,BANK LOANS - CITI 106.17,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211128,BANK LOANS - CITI RLF 50M #2,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211132,BANK LOANS - CLIFFORD 57.36,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211134,BANK LOANS - CS 106.17,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211136,BANK LOANS - CS 107,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211138,BANK LOANS - CS 155,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211142,BANK LOANS - CS 49.9,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211144,BANK LOANS - DEKA 106.17,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211146,BANK LOANS - DEKA 82.68,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211148,BANK LOANS - DNB 68,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211152,BANK LOANS - DVB 75.44,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
211154,BANK LOANS - E.SUN 23.8,211100,SECURED BANK LOANS - NON-CURRENT,211100,SECURED BANK LOANS - NON-CURRENT,211000,LOANS AND BORROWINGS - NON-CURRENT,210000,NON-CURRENT LIABILITIES,200000,LIABILITIES,Liability,Long term debt,,,,
